front,back,hint,publishedAt
"安静","quiet; peaceful","","2023-07-11T19:04:12.027Z"
"彼此彼此","me too; you too; we are all in the same boat","","2023-11-18T19:42:57.481Z"
"虽然","although","","2023-08-24T05:26:02.189Z"
"安排","to schedule","","2023-07-04T17:44:54.492Z"
"宁愿","would rather","","2023-08-24T05:59:24.943Z"
"致","To send; to devote; to cause","","2023-07-14T18:20:51.545Z"
"说出","declare (one's view); speak out loud","","2023-10-20T04:15:14.461Z"
"从来","ever","","2023-08-08T18:00:52.574Z"
"致使","to result in","","2023-07-14T18:19:08.086Z"
"理解","to understand; to empathize","","2023-09-05T06:46:11.712Z"
"实话","The truth","","2023-11-03T08:08:29.369Z"
"音乐会","concert","","2023-07-04T17:39:08.809Z"
"标准","standard/exactly","","2023-07-04T17:55:33.466Z"
"附近","Nearby","","2023-07-12T18:57:16.693Z"
"博士","PhD","","2023-07-05T00:35:40.347Z"
"感动","moved/touched","","2023-07-12T19:07:40.110Z"
"示好","express goodwill","","2023-07-04T22:11:49.627Z"
"存放","to store","","2023-08-08T18:09:47.797Z"
"浅","light (color)","","2023-11-10T19:48:07.917Z"
"哄","to coax; to amuse; to entertain","","2023-11-03T08:07:39.608Z"
"信息","information","","2023-07-11T06:23:54.834Z"
"速","Quick","","2023-11-08T00:33:16.394Z"
"变化","variance; variation","","2023-07-11T19:05:54.629Z"
"传真","fax","","2023-08-08T18:00:35.304Z"
"缺","Missing; get rid of","","2023-11-03T08:12:32.093Z"
"不过","however; anyways","","2023-07-05T00:35:42.804Z"
"多么","How much/how many","","2023-07-12T18:55:47.604Z"
"一些","Some","","2023-11-06T04:08:09.964Z"
"华人","ethnic Chinese person","","2023-11-05T20:29:21.576Z"
"部分","section; part","","2023-11-03T00:47:40.159Z"
"流利","fluent","","2023-10-20T04:16:51.863Z"
"其实","actually/in fact","","2023-08-02T17:21:28.551Z"
"包括","include; consist of","","2023-09-16T11:34:43.770Z"
"棒","stick","","2023-07-04T17:45:17.002Z"
"可耻","shameful","","2023-09-05T06:51:52.348Z"
"爱情","romance","","2023-07-04T17:44:47.525Z"
"按照","according to","","2023-07-04T17:45:08.297Z"
"个子","height","","2023-07-12T18:57:45.822Z"
"危害","to harm","","2023-10-19T20:48:35.326Z"
"零售","Retail","","2023-09-16T11:32:37.929Z"
"翻遍","rummage through","","2023-07-04T18:07:00.755Z"
"惹","irritate","","2023-09-05T06:39:08.758Z"
"市场","market","","2023-07-11T22:20:05.205Z"
"等待","wait","","2023-10-20T04:36:21.280Z"
"我心想","I thought to myself.","","2023-10-28T21:36:20.584Z"
"动力","motivation","","2023-10-20T04:37:51.907Z"
"白胡椒","white peppercorn","","2023-10-20T04:26:15.062Z"
"乱七八糟","messy","","2023-10-20T04:28:48.991Z"
"麻油","sesame oil","","2023-10-20T04:32:44.512Z"
"黑胡椒","Black Pepper","","2023-10-20T04:25:37.273Z"
"交通","traffic","","2023-07-03T22:08:59.881Z"
"这样","This way","","2023-10-20T04:15:53.886Z"
"一起","all at once","","2023-09-20T05:04:57.043Z"
"感兴趣","to be interested","","2023-07-12T18:57:31.250Z"
"留学","Study Abroad","","2023-07-27T19:09:30.273Z"
"极","Extreme; utmost","","2023-07-15T21:11:18.845Z"
"笔记本","notebook","","2023-07-11T19:05:44.671Z"
"郊区","suburbs","","2023-07-03T22:09:12.772Z"
"句子","Sentence","","2023-07-27T19:07:25.864Z"
"感觉","to feel/sense","","2023-07-12T19:05:41.197Z"
"故意","intentionally","","2023-08-22T04:39:37.752Z"
"安全","safe","","2023-07-04T17:45:01.548Z"
"关于","pertaining to","","2023-07-15T21:09:09.737Z"
"检查","inspect","","2023-07-15T21:11:38.258Z"
"脱离","break away from","","2023-09-05T06:43:03.756Z"
"国家","country","","2023-07-15T21:09:13.555Z"
"女友","girlfriends","","2023-09-05T06:55:25.002Z"
"难道","Could it be that...","","2023-08-24T05:55:10.375Z"
"选择","Select","","2023-09-05T06:51:03.689Z"
"除了","apart from","","2023-07-11T19:07:04.536Z"
"再说","say more; besides; put off until another time","","2023-09-16T11:33:50.777Z"
"心情","Mood","","2023-09-05T06:46:48.523Z"
"越","the more...","","2023-09-16T11:32:41.811Z"
"情绪","mood","","2023-07-04T21:54:54.210Z"
"况且","moreover","","2023-08-28T19:30:19.157Z"
"表格","form","","2023-07-04T17:55:36.567Z"
"乱喊乱叫","shouting","","2023-09-16T11:34:19.900Z"
"而今","at the present (time)","","2023-08-16T20:43:29.216Z"
"粗心","careless","","2023-08-08T18:00:56.110Z"
"金子","Gold","","2023-09-16T11:34:33.399Z"
"脸红","blush, red-faced","","2023-09-16T11:33:12.398Z"
"清楚","Clear","","2023-08-02T17:21:56.609Z"
"幸福","blessedness","","2023-08-24T05:22:13.801Z"
"一口气","in one breath","","2023-09-16T11:34:16.193Z"
"没意思","meaningless; boring","","2023-09-16T11:33:36.623Z"
"大使馆","embassy","","2023-08-08T18:01:40.163Z"
"柠檬","lemon","","2023-09-03T22:36:11.853Z"
"所有","all; every","","2023-08-24T05:28:01.350Z"
"重新","start over","","2023-08-08T17:55:30.640Z"
"办法","Method","","2023-08-16T21:35:49.376Z"
"追究","investigate","","2023-08-24T05:22:55.300Z"
"花火","firework","","2023-08-24T05:26:51.115Z"
"坠","weigh down","","2023-09-01T22:42:25.446Z"
"核桃","walnut","","2023-09-03T22:36:30.474Z"
"够","enough","","2023-08-24T05:31:25.339Z"
"抱歉","feel Sorry","","2023-07-04T17:45:34.334Z"
"按时","on time","","2023-07-04T17:45:05.212Z"
"起飞","take off","","2023-08-02T17:21:49.243Z"
"菜花","cauliflower ","","2023-09-03T22:35:35.132Z"
"桃子","peach","","2023-09-03T22:36:01.614Z"
"蘑菇","mushroom","","2023-09-03T22:34:20.283Z"
"世面","aspects of society; the wider world","","2023-09-05T06:45:20.087Z"
"茄子","eggplant","","2023-09-03T22:34:11.800Z"
"腰果","cashew nuts","","2023-09-03T22:36:51.941Z"
"椰子","coconut","","2023-09-03T22:36:24.046Z"
"严重","serious; severe","","2023-09-05T06:54:45.783Z"
"南瓜","pumpkin","","2023-09-03T22:34:13.026Z"
"速决","quick decision","","2023-08-16T21:56:40.547Z"
"豆子","beans","","2023-09-03T22:34:26.852Z"
"豌豆","peas","","2023-09-03T22:35:20.908Z"
"玉米","maize","","2023-09-03T22:35:13.833Z"
"黄瓜","cucumber","","2023-09-03T22:34:56.334Z"
"打扰","disturb","","2023-08-08T18:01:23.837Z"
"打扮","dress up","","2023-08-08T18:01:20.895Z"
"受不了","Can't stand it","","2023-08-26T23:47:26.655Z"
"阳光","Sunshine","","2023-08-24T05:17:36.599Z"
"出生","Born","","2023-08-08T17:55:50.687Z"
"感到","feel","","2023-07-12T19:06:17.185Z"
"信心","confidence","","2023-07-11T06:24:10.153Z"
"相信","am sure of; believe","","2023-08-27T20:46:41.437Z"
"全部","All","","2023-08-24T05:44:58.838Z"
"完美","Perfection","","2023-08-25T00:16:00.936Z"
"一刹","a sudden...","","2023-08-28T06:21:41.124Z"
"寻找","Find","","2023-08-24T07:25:59.478Z"
"必须","Must","","2023-07-11T19:05:50.033Z"
"脆弱","brittle","","2023-08-24T05:30:00.661Z"
"彩色","multicolored; color","","2023-08-24T05:18:52.548Z"
"轮廓","silhouette","","2023-08-24T05:46:32.933Z"
"看破","to see through","","2023-08-28T06:24:35.892Z"
"沉默","being silent; to be silent","","2023-08-24T06:00:01.414Z"
"盛开","blooming","","2023-08-24T05:38:24.067Z"
"搜索","Search; investigate","","2023-08-24T05:51:12.800Z"
"沉没","sunken","","2023-08-24T05:58:49.207Z"
"相爱","Love each other","","2023-08-24T05:48:21.385Z"
"闪","Flash","","2023-08-24T05:41:01.874Z"
"花朵","Flowers","","2023-08-24T05:37:58.156Z"
"存在","to exist; existence","","2023-08-08T18:08:38.118Z"
"相拥","embrace each other","","2023-08-24T05:53:25.924Z"
"无所谓","to be indifferent","","2023-08-21T23:39:20.424Z"
"环境","Environment","","2023-07-15T21:10:22.873Z"
"泡沫","bubbles; foam","","2023-08-24T05:18:16.440Z"
"本","source; origin","","2023-08-24T05:42:55.946Z"
"当","to act as","","2023-08-24T05:57:05.600Z"
"星","star","","2023-08-24T05:40:21.107Z"
"骗","cheat; lie; trick","","2023-08-24T05:20:53.274Z"
"突然","suddenly","","2023-08-23T04:30:24.256Z"
"练习","practice","","2023-07-27T19:09:16.162Z"
"寒假","Winter Break","","2023-08-16T20:49:19.634Z"
"街道","Street","","2023-07-26T22:46:07.392Z"
"经过","to pass by; to go through","","2023-07-27T19:07:11.526Z"
"出现","appear","","2023-08-08T17:55:54.898Z"
"闹","Make trouble","","2023-08-22T05:06:14.519Z"
"伤","Injure","","2023-08-24T05:34:46.975Z"
"答案","answer","","2023-08-08T18:01:14.087Z"
"不必","No need","","2023-08-18T03:31:45.804Z"
"暑假","Summer Vacation","","2023-08-16T20:49:08.353Z"
"其间","in between; in the meantime","","2023-08-02T17:30:59.957Z"
"诚实","honest","","2023-07-05T00:37:22.955Z"
"粗","thick; wide","","2023-08-18T00:47:21.308Z"
"到底","in the end","","2023-08-16T21:33:06.861Z"
"错误","error","","2023-08-08T18:01:10.222Z"
"奋斗","Struggle","","2023-07-25T22:56:20.497Z"
"兴趣","Interest; passion","","2023-07-12T19:09:35.312Z"
"存","deposit; survive; exist","","2023-08-08T18:01:00.054Z"
"结束","to end","","2023-07-26T22:46:14.402Z"
"其后","afterwards","","2023-08-02T17:31:13.625Z"
"容易","easy","","2023-08-08T17:54:43.811Z"
"而且","furthermore","","2023-07-04T22:00:50.483Z"
"抽烟","Smoking","","2023-08-08T17:55:39.150Z"
"关系","relation","","2023-07-15T21:09:01.950Z"
"见面","meet","","2023-07-26T22:45:39.566Z"
"几乎不","hardly ever","","2023-07-15T21:20:41.631Z"
"决定","Decide","","2023-07-27T19:07:30.114Z"
"机会","opportunity","","2023-07-15T21:11:14.641Z"
"感受","feelings; sensation","","2023-07-12T19:07:06.052Z"
"伞","umbrella","","2023-08-08T17:54:56.068Z"
"刮风","Windy","","2023-07-15T21:08:52.897Z"
"会议","meeting","","2023-07-15T21:10:53.906Z"
"记得","remember","","2023-07-15T21:11:30.516Z"
"节日","Festivals","","2023-07-26T22:46:21.954Z"
"复习","to review","","2023-07-12T18:57:03.900Z"
"几乎","almost","","2023-07-15T21:11:07.013Z"
"如果","if","","2023-08-08T17:54:53.430Z"
"裙子","skirt","","2023-08-02T17:22:10.753Z"
"其中","amongst","","2023-08-02T17:29:24.711Z"
"秋","Autumn","","2023-08-02T17:22:06.603Z"
"啤酒","beer","","2023-08-02T17:21:17.845Z"
"骑","ride","","2023-08-02T17:21:34.710Z"
"皮鞋","leather shoes","","2023-08-02T17:21:19.676Z"
"其他","Other","","2023-08-02T17:21:32.001Z"
"渴","thirsty","","2023-07-27T19:08:09.559Z"
"努力","Work hard","","2023-08-02T17:21:01.149Z"
"瓶子","bottle","","2023-08-02T17:21:25.646Z"
"客人","Guest","","2023-07-27T19:08:20.792Z"
"认真","earnest; focused","","2023-08-02T17:22:31.615Z"
"遍身","all over the body","","2023-07-04T18:08:01.775Z"
"历史","history","","2023-07-27T19:09:02.226Z"
"难过","miserable","","2023-07-27T19:10:18.844Z"
"久","Long time; Long ago","","2023-07-27T19:07:18.599Z"
"爱好","Hobby","","2023-07-11T19:04:08.009Z"
"菜单","Menu","","2023-07-11T19:06:15.165Z"
"推荐","Recommend","","2023-07-05T23:06:56.673Z"
"满意","Satisfied","","2023-07-27T19:09:55.160Z"
"刻","Moment; Quarter","","2023-07-27T19:08:17.608Z"
"参观","Visit","","2023-07-05T00:36:27.394Z"
"致命","Lethal","","2023-07-14T18:18:47.507Z"
"节目","TV Show","","2023-07-26T22:46:18.375Z"
"成功","Success","","2023-07-05T00:37:15.897Z"
"表","Exterior; show","","2023-07-04T17:59:15.658Z"
"辆","Quantifier for vehicles","","2023-07-27T19:09:20.387Z"
"交","Handover; submit","","2023-07-03T22:05:22.521Z"
"超过","exceed","","2023-07-05T00:36:47.172Z"
"兴","interest/desire","","2023-07-12T19:09:11.759Z"
"旧","old/former; second hand; outdated","","2023-07-27T19:07:22.011Z"
"放心","calm down","","2023-07-12T18:56:42.412Z"
"诚信","Integrity","","2023-07-05T22:58:03.448Z"
"离开","leave","","2023-07-27T19:08:56.901Z"
"空调","air conditioning","","2023-07-27T19:08:28.539Z"
"趣","interesting","","2023-07-12T19:11:18.739Z"
"借","borrow/lend","","2023-07-26T22:46:32.150Z"
"角","horn","","2023-07-26T22:45:52.363Z"
"结婚","marry","","2023-07-26T22:46:11.731Z"
"表扬","praise","","2023-07-04T17:55:47.918Z"
"解决","solve","","2023-07-26T22:46:27.388Z"
"后来","afterwards","","2023-07-15T21:09:58.655Z"
"遍","everywhere","","2023-07-04T17:55:28.648Z"
"害怕","Scared","","2023-07-15T21:09:38.282Z"
"关心","Care","","2023-07-15T21:09:06.996Z"
"关","turn off; to concern","","2023-07-15T21:15:14.052Z"
"有趣","is interesting","","2023-07-12T19:12:13.220Z"
"或者","or","","2023-07-15T21:11:04.029Z"
"黑板","blackboard","","2023-07-15T21:09:48.442Z"
"发现","to discover","","2023-07-12T18:56:21.621Z"
"感冒","to catch cold","","2023-07-12T18:57:24.776Z"
"段","segment","","2023-07-12T18:55:38.107Z"
"方便","Convenient","","2023-07-12T18:56:34.618Z"
"公园","park","","2023-07-12T18:58:15.080Z"
"感","feel","","2023-07-12T23:49:13.793Z"
"担心","worry","","2023-07-11T19:07:57.190Z"
"刚才","Just now","","2023-07-12T18:57:42.620Z"
"诚","true/authentic/sincere","","2023-07-12T00:58:08.863Z"
"带","band; to wear; to carry","","2023-07-11T19:07:50.430Z"
"地铁","subway","","2023-07-11T19:08:31.586Z"
"城市","city","","2023-07-11T19:06:55.064Z"
"班","class","","2023-07-11T19:04:38.726Z"
"层","Layer","","2023-07-11T19:06:45.131Z"
"打扫","to clean","","2023-07-11T19:07:34.968Z"
"吧","to hold; to contain; to grasp","","2023-07-11T19:04:17.634Z"
"电梯","Elevator","","2023-07-11T19:08:42.340Z"
"当然","of course","","2023-07-11T19:08:11.721Z"
"卡付款","Card payment","","2023-07-05T00:39:11.838Z"
"意义","Significance","","2023-07-04T22:06:28.190Z"
"一遍","once","","2023-07-04T18:09:04.102Z"
"格","Grid","","2023-07-04T17:58:01.143Z"
"降落","landing","","2023-07-03T22:05:15.875Z"
"本来","originally/used to be/was","","2023-07-04T17:55:13.503Z"
"表演","Perform","","2023-07-04T17:55:45.441Z"
"意","meaning","","2023-07-04T22:05:44.746Z"
"情","Emotion","","2023-07-04T17:53:12.247Z"
"意思","meaning","","2023-07-04T22:05:56.619Z"
"抱","hug","","2023-07-04T17:45:30.932Z"
"会","meeting","","2023-07-04T17:42:59.666Z"
"比如","such as","","2023-07-04T17:55:20.469Z"
"出租车","taxi","","2023-07-03T22:27:44.752Z"
"倍","Times/fold","","2023-07-04T17:55:07.876Z"
"保护","protect","","2023-07-04T17:45:23.038Z"
"香水","Perfume","","2023-07-03T22:06:02.303Z"
"成","to become; to complete","","2023-07-05T22:51:52.462Z"
